,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
2993,202063,Magma Gold Ltd Mc Cabe Division,M,Underground,Abandoned,07/06/1993,M07326,Magma Copper Company,L11973,Magma Gold Ltd,AZ,2,25,Yavapai,3.0,Other,10/17/1990,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
2994,202064,Gold Bug,M,Surface,Abandoned,07/21/1982,M33673,Gold Bug Mining & Minerals Inc,L33673,Gold Bug Mining & Minerals Inc,AZ,2,13,Maricopa,1.0,Other,10/01/1981,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
2996,202066,United Verde Extension (Edith Shaft),M,Underground,Abandoned,07/25/1993,M07195,Budge A F Mining Ltd,L12862,Arizona Resources Inc,AZ,2,25,Yavapai,3.0,Other,06/01/1986,M6,M6861,Mesa North AZ Field Office,020206605521,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
2999,202069,Acquisition Mine,M,Underground,Abandoned,11/01/1982,M30140,Davies Alfred R,L30140,Acquisition Mines Ltd,AZ,2,25,Yavapai,3.0,Other,11/01/1981,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3000,202070,Golden Rule Mine,M,Underground,Abandoned,07/12/1983,M33728,Goldfort Mining Corp,L33728,Goldfort Mining Corp,AZ,2,3,Cochise,5.0,Corporation,12/01/1981,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3004,202074,Octave Mine,M,Surface,Abandoned,02/22/1983,M04680,Grey Duane,L05789,Apex Mining Company,AZ,2,25,Yavapai,3.0,Other,12/01/1981,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3006,202076,Independence Mine,M,Surface,Abandoned,02/22/1983,M39022,Teddy Inc,L39022,Teddy Inc,AZ,2,25,Yavapai,3.0,Other,01/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3012,202082,North Star,M,Surface,Abandoned,06/22/1983,M04680,Grey Duane,L05788,Duane Grey,AZ,2,27,Yuma,2.0,Other,01/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3013,202083,San Marcos Mine,M,Surface,Abandoned,08/15/1984,M39019,Hillbrands Ted & Arie,L39019,Ted & Arie Hillbrands,AZ,2,27,Yuma,2.0,Other,01/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3015,202085,Gold 1 Mine,M,Surface,Abandoned,02/22/1983,M36422,Monarch Mining Company,L36422,Monarch Mining Company,AZ,2,25,Yavapai,3.0,Other,01/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3016,202086,Weaver Project,M,Surface,Abandoned,05/21/1984,M04987,Mottley Charles C,L06257,Weaver Mining Properties Inc,AZ,2,25,Yavapai,3.0,Other,01/18/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3018,202088,Blind Indian,M,Surface,Abandoned,02/22/1983,M39064,Texona Mining Company Inc,L39064,Texona Mining Company Inc,AZ,2,25,Yavapai,3.0,Other,02/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3024,202094,Match Box Mine,M,Underground,Abandoned,11/05/1982,M04648,Arthur Marion  Birch,L05748,Birch Mining Company,AZ,2,25,Yavapai,3.0,Other,02/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3025,202095,Morning Star Mine,M,Surface,Abandoned,01/19/1984,M33070,Ernest H Ross,L33070,Ernest H Ross,AZ,2,19,Pima,2.0,Other,03/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3026,202096,Rex Mine,M,Surface,Abandoned,08/31/1983,M37735,Rex Mining Company,L37735,Rex Mining Company,AZ,2,25,Yavapai,3.0,Other,04/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3027,202097,Apache Mine,M,Underground,Abandoned,07/22/1982,M33462,G D & L Mining & Exploration,L33462,G D & L Mining & Exploration,AZ,2,3,Cochise,5.0,Other,05/01/1982,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3028,202098,Tres Amigos,M,Underground,Abandoned,08/18/1983,M30500,Murry H L,L30500,Arnev Minerals,AZ,2,23,Santa Cruz,2.0,Other,01/01/1950,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3029,202099,Oro Blanco,M,Underground,Abandoned,09/15/1982,M35550,Legend Mines Inc,L35550,Legend Mines Inc,AZ,2,23,Santa Cruz,2.0,Other,01/01/1950,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3030,202100,Toro Del Oro,M,Surface,Abandoned,11/03/1982,M37577,Rajon Inc,L37577,Rajon Inc,AZ,2,23,Santa Cruz,2.0,Other,05/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3032,202102,Little Margie,M,Surface,Abandoned,03/14/1983,M35660,Little Margie Mines Inc,L35660,Little Margie Mines Inc,AZ,2,25,Yavapai,3.0,Other,06/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3033,202103,Tip-Top,M,Underground,Abandoned,10/14/1982,M04882,Uranerzbergbau Gmbh,L06110,Uranerz U S A Inc,AZ,2,25,Yavapai,3.0,Other,07/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3034,202104,S E D,M,Surface,Abandoned,12/14/1982,M33329,Risser James,L33329,Foundation Mining,AZ,2,27,Yuma,2.0,Other,03/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3036,202106,Oro Fino Mine,M,Surface,Abandoned,01/26/1983,M36929,Oro Fino Mining & Milling Corp,L36929,Oro Fino Mining & Milling Corp,AZ,2,25,Yavapai,3.0,Corporation,09/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3037,202107,Leviathan Claims,M,Surface,Abandoned,07/16/1984,M35721,Mir William G,L35721,Los Suertes Mining Corp,AZ,2,25,Yavapai,3.0,Corporation,09/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3039,202109,U F O Mine,M,Surface,Abandoned,02/17/1983,M30358,Pikus Leroy,L30358,American Mining & Exploration,AZ,2,25,Yavapai,3.0,Other,10/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3040,202110,Noble Metal Mine,M,Surface,Abandoned,06/20/1983,M36719,Noble Metals Mining Company,L36719,Noble Metals Mining Company,AZ,2,25,Yavapai,3.0,Other,10/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3041,202111,Wild Horse Mine,M,Surface,Abandoned,04/25/1986,M40228,Wild Horse Mining Company,L40228,Wild Horse Mining Company,AZ,2,25,Yavapai,3.0,Other,10/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3042,202112,Vandeeman Mine,M,Surface,Abandoned,01/24/1983,M39812,Vandeeman Mining Inc,L39812,Vandeeman Mining Inc,AZ,2,15,Mohave,3.0,Other,11/01/1982,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3044,202114,Sunset Mines,M,Underground,Abandoned,03/14/1983,M38899,Sunset Mines Inc,L38899,Sunset Mines Inc,AZ,2,25,Yavapai,3.0,Other,10/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3052,202122,Lost Lead Placer #2,M,Surface,Abandoned,11/16/1983,M35727,Robinson Bobbie E,L35727,Lost Lead Placer #2,AZ,2,25,Yavapai,3.0,Other,11/01/1982,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3061,202131,Golden Horseshoe,M,Underground,Abandoned,03/10/1986,M32096,Stokes Lyman - Joseph C Cooke,L32096,Cooke & Stokes Company,AZ,2,3,Cochise,5.0,Other,01/01/1983,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3066,202136,Gold Camp Group,M,Surface,Abandoned,11/08/1983,M30636,Henderson Steve,L30636,B G H Gold Camp,AZ,2,3,Cochise,5.0,Other,02/01/1983,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3067,202137,Jack Pot,M,Surface,Abandoned,07/20/1983,M04895,Long Carl,L06127,Aztec Resources Inc,AZ,2,27,Yuma,2.0,Other,03/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3068,202138,Farrah Canyon,M,Surface,Abandoned,07/20/1983,M04895,Long Carl,L06127,Aztec Resources Inc,AZ,2,27,Yuma,2.0,Other,03/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3069,202139,Pair Of Jacks,M,Surface,Abandoned,07/20/1983,M04895,Long Carl,L06127,Aztec Resources Inc,AZ,2,27,Yuma,2.0,Other,03/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3070,202140,Jack Pot Mill Site,M,Surface,Abandoned,07/20/1983,M04692,Swope James S,L05804,Engle Industries Inc,AZ,2,27,Yuma,2.0,Other,03/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3077,202147,Carter Mine,M,Surface,Abandoned,04/02/1984,M37281,Placer Development Inc,L37281,Placer Development Inc,AZ,2,25,Yavapai,3.0,Other,04/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3078,202148,Lost Cause #1,M,Surface,Abandoned,05/09/1985,M37135,Paypop Inc,L37135,Paypop Inc,AZ,2,7,Gila,6.0,Other,04/01/1983,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3079,202149,Middle Camp Mine,M,Surface,Abandoned,04/15/1983,M37282,Placer Gold Systems Inc,L37282,Placer Gold Systems Inc,AZ,2,27,Yuma,2.0,Other,04/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3080,202150,Fry Bar Claims,M,Surface,Abandoned,08/09/1983,M36332,Mineral Recovery Inc,L36332,Mineral Recovery Inc,AZ,2,25,Yavapai,3.0,Other,05/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3081,202151,Button Mine,M,Underground,Abandoned,06/28/1983,M30311,Baker Fred,L30311,Alpine Partners Inc,AZ,2,25,Yavapai,3.0,Other,05/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3084,202154,Portland Mine,M,Surface,Abandoned,11/19/1988,M08891,W S Holding Corp,L11499,Western States Minerals Corp,AZ,2,15,Mohave,3.0,Corporation,01/08/1990,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3085,202155,Lynx,M,Surface,Abandoned,07/22/1985,M35805,Lynx Corp Of Nevada,L35805,Lynx Corp Of Nevada,AZ,2,13,Maricopa,1.0,Other,05/01/1983,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3086,202156,Hackberry,M,Surface,Abandoned,09/18/1984,M30307,Burckhalter Hoyt & H G Pruett,L30307,Alpha Gold Ltd,AZ,2,25,Yavapai,3.0,Other,06/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3087,202157,Dos Cabezas-Gold Prince Mine,M,Underground,Abandoned,06/17/1996,M08891,W S Holding Corp,L11499,Western States Minerals Corp,AZ,2,3,Cochise,5.0,Corporation,06/07/1993,M6,M6862,Mesa South AZ Field Office,020215705513,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3094,202164,George Washington Mine & Mill,M,Underground,Abandoned,02/29/1984,M39029,Telstar Resource Corp,L39029,Telstar Resource Corp,AZ,2,25,Yavapai,3.0,Corporation,09/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3095,202165,High-12,M,Surface,Abandoned,02/20/1985,M06060,Willson Yvonne,L07629,Tracon Mining Corp,AZ,2,25,Yavapai,3.0,Corporation,12/21/1984,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3098,202168,Hercules,M,Surface,Abandoned,07/16/1984,M34206,Splawn Homer B,L34206,Hercules Mine,AZ,2,12,La Paz,3.0,Other,07/01/1983,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3099,202169,Sunrise,M,Surface,Abandoned,08/22/1984,M35947,Housely Marie H,L35947,Marie H Housley,AZ,2,13,Maricopa,1.0,Other,10/01/1983,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3101,202171,Scott Mine,M,Surface,Abandoned,03/29/1985,M31371,Scott C A,L31371,C A Scotty Scott,AZ,2,3,Cochise,5.0,Other,10/01/1983,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3102,202172,Frisco Mine,M,Surface,Abandoned,12/03/1986,M33431,Bonelli B P,L33431,Frisco Land & Mining Company,AZ,2,15,Mohave,3.0,Other,10/01/1983,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3110,202180,Forpaugh Mill,M,Facility,Abandoned,11/24/1987,M07366,Mc Coll James R Partnership,L09384,James R Mc Coll Partnership,AZ,2,13,Maricopa,1.0,Other,01/01/1987,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3112,202182,Hot Boy,M,Surface,Abandoned,10/04/1984,M36099,Mc Junkin Construction,L36099,Mc Junkin Construction,AZ,2,19,Pima,2.0,Other,11/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3114,202184,Old Yuma Mine,M,Underground,Abandoned,07/12/1984,M32069,Miller L Arden,L32069,Consolidated Mining & Milling Lt,AZ,2,19,Pima,2.0,Other,11/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3115,202185,Apache Mine,M,Surface,Abandoned,08/31/1987,M30425,Housley Donald,L30425,Apache Mining & Development Inc,AZ,2,21,Pinal,2.0,Other,11/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3116,202186,North Star Project,M,Underground,Abandoned,02/29/1984,M00020,Atlantic Richfield Company,L00011,Anaconda Minerals Company,AZ,2,27,Yuma,2.0,Other,12/01/1983,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3122,202192,Deliverance,M,Surface,Abandoned,07/05/1984,M30329,Box Boyce M,L31180,Boyce Box,AZ,2,19,Pima,2.0,Other,01/01/1984,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3123,202193,Phoenix Mine,M,Surface,Abandoned,04/30/1986,M06491,Humiston George A,L08162,Carefree Mining Company,AZ,2,25,Yavapai,3.0,Other,04/01/1985,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3126,202196,Union & Scarlet,M,Surface,Abandoned,04/23/1985,M04651,Richard  Neslund,L05752,Sunchief Mines,AZ,2,13,Maricopa,1.0,Other,03/01/1984,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3128,202198,Black Hawk Gold,M,Surface,Abandoned,01/06/1987,M00641,Fayette  McFarland; Sidney  Hullinger,L00778,Mc Farland & Hullinger,AZ,2,13,Maricopa,1.0,Other,03/01/1984,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3130,202200,Mountain Consolidated Minerals Incorpora,M,Facility,Abandoned,02/09/1988,M07267,Stehl Bill,L09232,Mountain Consolidated Minerals,AZ,2,27,Yuma,2.0,Other,12/01/1986,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3134,202204,Auric #1,M,Surface,Abandoned,11/06/1984,M30596,Peterson Brian & Knute,L30596,Auric Systems Ltd,AZ,2,27,Yuma,2.0,Other,04/01/1984,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3137,202207,Gladiator,M,Underground,Abandoned,05/31/1989,M36740,Nor-Quest Arizona Inc,L36740,Nor-Quest Arizona Inc,AZ,2,25,Yavapai,3.0,Other,05/01/1984,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3138,202208,Wagoner Construction Company,M,Surface,Abandoned,01/08/1985,M39970,Wagoner Construction Company,L39970,Wagoner Construction Company,AZ,2,25,Yavapai,3.0,Other,05/01/1984,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3144,202214,Yarber 1 & 2,M,Underground,Abandoned,10/23/1984,M05690,Engstrom Rick,L07148,Eagle Mining Company,AZ,2,25,Yavapai,3.0,Other,07/01/1984,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3148,202218,Mammoth Mine,M,Underground,Abandoned,09/19/1984,M05512,Black John-Steve Radvak,L07216,Brace Resources Inc,AZ,2,21,Pinal,2.0,Other,07/01/1984,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3158,202228,Big Red,M,Surface,Abandoned,03/12/1992,M37794,Riggs Resources,L37794,Riggs Resources,AZ,2,13,Maricopa,1.0,Other,10/01/1984,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3164,202234,Everlasting Shall Be Mine Of Eden,M,Surface,Abandoned,05/15/1985,M32848,Smith Gary,L32848,E V E Mining Enterprise,AZ,2,13,Maricopa,1.0,Other,11/01/1984,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3166,202236,Black Hawk,M,Surface,Abandoned,03/29/1985,M34511,Inter American Resources Inc,L34511,Inter American Mine Development Inc,AZ,2,13,Maricopa,1.0,Other,12/01/1984,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3169,202239,Northstar Mine,M,Surface,Abandoned,04/15/1985,M06060,Willson Yvonne,L07629,Tracon Mining Corp,AZ,2,12,La Paz,3.0,Corporation,12/01/1984,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3171,202241,Metal Recovery Mining Association,M,Surface,Abandoned,07/30/1985,M36195,Metal Recovery Mining Association,L36195,Metal Recovery Mining Association,AZ,2,25,Yavapai,3.0,Other,03/01/1985,M6,M6861,Mesa North AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
3172,202242,Bonanza,M,Surface,Abandoned,10/28/1992,M31736,Charlie Nichols Contractor,L31736,Charlie Nichols Contractor,AZ,2,7,Gila,6.0,Other,02/01/1985,M6,M6862,Mesa South AZ Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
