idz,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN,lon
41993,2601871,Comstock Mining LLC,M,Surface,Active,05/23/2013,42677,Comstock Mining Inc,L18005,Comstock Mining LLC,NV,26,29,Storey,2,Other,07/30/2012,M7,M7821,Vacaville CA Field Office,341471,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,2,1,98,N,116.937777,40.632777,,,,,,0,N,N,N,N,N,300,PYRAMID HIGHWAY NORTH APPROXIMATELY 10 MILES TO MINE.  VISIBLE ON LEFT TURN JUST PAST LARGE BUILDING ON THE LEFT,GOLD HILL,-116.937777
41360,2600550,Phoenix Mine,M,Surface,Active,12/15/2003,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,15,Lander,,Corporation,01/10/2001,M7,M7851,Elko NV Field Office,346894,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,12,2,2,481,N,116.934166,40.642222,,,,,,0,N,N,N,N,N,85,Take I-80 west to Battle Mountain NV take 2nd. exit to stop sign turn right onto 305 for approximately 11 miles turn right for approximately 3 miles mine,Battle Mountain,-116.934166
42801,2602696,Long Tom Mine,M,Surface,Abandoned,07/25/2012,99983,Robert  MacDonald,118048,"Cascade Gold, LLC",NV,26,27,Pershing,,Other,04/21/2011,M7,M7851,Elko NV Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,,,,,N,118.070555,40.683611,,,,,,0,N,N,N,N,N,300,I-80 to HWY400 (exit Mill City/Unionville)then 2.5 miles to the Willow Creek Road then 4.8 miles and turn right on the dirt road.  Then 7 miles to the mine site in Rockhill Canyon Creek.,Mill City,-118.070555
41293,2600062,Genesis,M,Surface,Active,02/20/1990,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,11,Eureka,,Corporation,01/01/1950,M7,M7851,Elko NV Field Office,349862,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,300,N,116.103888,40.713888,,,,,,0,N,N,N,N,N,32,"22 miles north of Carlin, Nv.",Carlin,-116.103888
41353,2600500,South Area ,M,Surface,Active,02/13/1990,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,11,Eureka,,Corporation,01/01/1950,M7,M7851,Elko NV Field Office,349864,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,1200,N,116.103888,40.713888,,,,,,0,N,N,N,N,Y,37,"6 miles north of Carlin, Nv.",Carlin,-116.103888
41478,2601089,Goldstrike Mine,M,Surface,Active,04/01/1991,M06246,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,26,11,Eureka,,Corporation,12/31/1986,M7,M7851,Elko NV Field Office,350597,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,7,12,2,2,1379,N,116.103888,40.713888,,,,,,0,N,N,N,N,N,50,27 miles N of Carlin,Carlin,-116.103888
42494,2602374,Deep Star,M,Underground,Abandoned,11/21/2011,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,11,Eureka,,Corporation,09/01/1998,M7,M7851,Elko NV Field Office,261324,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,116.103888,40.713888,,VI,,,,0,N,N,N,N,Y,50,"From Carlin NV north on Newmont mining road for 22 miles, turn left at the Y turn left to security gate ask for escort.",Carlin,-116.103888
42599,2602481,Chukar,M,Underground,Active,10/19/2012,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,11,Eureka,,Corporation,01/01/2010,M7,M7851,Elko NV Field Office,330386,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,8,1,0,20,N,116.103888,40.713888,,VI,,,,0,N,N,N,N,N,27,7 miles north of Carlin,Carlin,-116.103888
42781,2602673,Roaster Operations,M,Facility,Active,04/30/2009,M06246,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,26,11,Eureka,,Corporation,04/30/2009,M7,M7851,Elko NV Field Office,345813,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,164,N,116.103888,40.713888,,,,,,0,N,N,N,N,N,50,"I-80 West to the Cenral Carlin exit, turn right (SR-766), follow for approximately 12 miles, turn left at the Barrick signs, follow for approx 8 miles, at the fork turn right, follow to Barrick security, through security follow approx 4 miles to the roaster",Carlin,-116.103888
42786,2602678,Mill 6,M,Facility,Active,10/17/2013,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,11,Eureka,,Corporation,10/01/2009,M7,M7851,Elko NV Field Office,344435,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,8,3,0,167,N,116.103888,40.713888,,,,,,0,N,N,N,N,N,40,6 Right over overpass.  Travel paved road to the mill on the left side of the road. ,Carlin,-116.103888
42366,2602246,Meikle Mine,M,Underground,Active,01/25/2002,M06246,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,26,11,Eureka,,Corporation,05/01/1994,M7,M7851,Elko NV Field Office,350599,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,693,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,50,"Take I-80 to the central Carlin exit, turn right on SR 766 follow for 15 minutes turn left follow for 8 miles, turn right at the road fork, follow this road to Barrick Security.",Carlin,-116.103889
42420,2602300,Storm Exploration Decline,M,Underground,Active,01/29/2014,M06246,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,26,11,Eureka,,Corporation,08/01/1996,M7,M7851,Elko NV Field Office,319700,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,1,0,0,1,1,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,Y,40,"From Elko take I-80 west to Carlin, exit 280 ( Down town exit). Turn right and follow the Newmot mine road for approximatley 11 miles. Turn left and f9ollow for about 8 miles. turn right and follow road to guard shack. they will escort you.",Elko,-116.103889
42630,2602512,Leeville,M,Underground,Active,01/02/2003,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,11,Eureka,,Corporation,11/15/2002,M7,M7851,Elko NV Field Office,349868,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,12,2,2,451,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,40,"22 miles north of Carlin, NV",Carlin,-116.103889
42772,2602661,Exodus,M,Underground,Active,02/05/2010,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,11,Eureka,,Corporation,02/01/2011,M7,M7851,Elko NV Field Office,347867,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,106,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,44,21 miles North of Carlin,Carlin,-116.103889
42782,2602674,Mill/Autoclave Operations,M,Facility,Active,10/02/2012,M06246,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc,NV,26,11,Eureka,,Corporation,04/30/2009,M7,M7851,Elko NV Field Office,350603,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,277,N,116.103889,40.713889,,,,,,0,N,N,N,N,N,50,"Take I-80 west to the central Carlin exit, turn right and follow Newmont Mine road to the end of pavement. Turn right and follow gravel road to barrick gate.",Carlin,-116.103889
42796,2602689,Pete Bajo,M,Underground,Active,08/18/2011,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,11,Eureka,,Corporation,06/06/2011,M7,M7851,Elko NV Field Office,349870,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,10,1,0,70,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,40,20 miles north of Carlin in the Pete Bajo pit.,Carlin,-116.103889
42823,2602720,Bazza Underground Mine,M,Underground,Active,11/12/2013,M06246,Barrick Gold Corp,L09627,Barrick Goldstrike Mines Inc.,NV,26,11,Eureka,,Corporation,07/03/2012,M7,M7851,Elko NV Field Office,341095,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,12,N,116.103889,40.713889,,VI,,,,0,N,N,N,N,N,90,"27 Miles north of Carlin, NV","Carlin, NV",-116.103889
42794,2602687,Nick Mine,M,Surface,Abandoned,06/23/2011,103593,Matthew  Freeny,113725,Valley Excavating LLC,NV,26,27,Pershing,,Other,09/21/2010,M7,M7851,Elko NV Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,0,0,0,0,N,118.065555,40.718055,,,,,,0,N,N,N,N,N,200,Winnemucca ,Winnemucca,-118.065555
5692,403425,Washington Mine,M,Underground,Active,04/04/2011,75813,Timothy A  Callaway,57397,French Gulch (Nevada) Mining Corp,CA,4,89,Shasta,2,Corporation,02/18/2005,M7,M7821,Vacaville CA Field Office,348144,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,15,N,122.671389,40.718889,,VI,,,,0,N,N,N,N,N,182,3.7 miles west of french gulch on french gulch road,French Gulch,-122.671389
42202,2602081,MARIGOLD MINE,M,Surface,Active,03/09/1990,113083,Silver Standard Resources Inc,132894,Marigold Mining Co,NV,26,13,Humboldt,,Corporation,04/04/2014,M7,M7851,Elko NV Field Office,338923,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,7,12,2,2,102,N,117.103055,40.76,,,,,,0,N,N,N,N,N,300,4 MILES SO OF VALMY,Valamy,-117.103055
42280,2602159,Lone Tree Mine ,M,Surface,Active,12/07/2011,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,13,Humboldt,2,Corporation,05/05/1997,M7,M7851,Elko NV Field Office,343694,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,0,0,0,335,N,117.103055,40.76,,,,,,0,N,N,N,N,N,300,5 miles west of Valmy exit #212,Valmy,-117.103055
42068,2601947,Florida Canyon Mine,M,Surface,Active,02/06/1986,55809,Jipangu International,L09380,Florida Canyon Mining Inc,NV,26,27,Pershing,,Corporation,02/01/1986,M7,M7851,Elko NV Field Office,350134,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,108,N,118.159166,40.768055,,,,,,0,N,N,N,N,Y,300,From Elko take I-80 West to exit 138 (Humboldt exit). Go left under the interstate. Turn right on the frontage road and follow it to the mine site on the left hand side. Check into the office.,Imlay,-118.159166
41743,2601621,Jerritt Canyon Mill,M,Surface,Active,05/30/2013,71711,Veris Gold Corp.,L10244,"Veris Gold U.S.A., Inc.",NV,26,7,Elko,,Corporation,06/25/2003,M7,M7851,Elko NV Field Office,349410,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,1,320,N,115.763055,40.8325,,,,,,0,N,N,N,N,N,50,"Take Mountain City Hwy North (SR227) for 42 miles.  You'll come to Jerrit Canyon Road, turn left and follow road for seven miles to mill.",Elko,-115.763055
42419,2602299,SSX Mine,M,Underground,Active,10/19/2012,71711,Veris Gold Corp.,L10244,"Veris Gold U.S.A., Inc.",NV,26,7,Elko,,Corporation,06/25/2003,M7,M7851,Elko NV Field Office,349412,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,8,2,0,160,N,115.763056,40.8325,,VI,,,,0,N,N,N,N,N,54,"42 miles north of elko sr 225 left turn on jerritt canyon road 7 miles to office, 14 miles to mine",ELKO,-115.763056
42516,2602397,Lee Smith Mine,M,Underground,Active,01/11/2010,98833,Keith  Jones,L12820,Small Mine Development LLC,NV,26,7,Elko,,Other,01/07/2010,M7,M7851,Elko NV Field Office,347721,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,35,N,115.763055,40.8325,,VI,,,,0,N,N,N,N,N,48,"Take SR 225 (Mountain City Hwy) north approximatly 48 miles, turn left at the Yukon signs, follow approx 8 miles to the security gate.  Follow the mine road approx 4 miles (lt hand traffic) to the mine.  Follow the signs",Elko,-115.763055
42746,2602634,Starvation Canyon,M,Underground,Active,03/11/2013,98833,Keith  Jones,L12820,Small Mine Development LLC,NV,26,7,Elko,,Other,11/11/2012,M7,M7851,Elko NV Field Office,335897,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,35,N,115.763056,40.8325,,VI,,,,0,N,N,N,N,N,50,"24 Miles North of Elko on SR225 turn left at Lone Mountain Station on SR226, 17 Miles to access road.","Elko, NV",-115.763056
42843,2602742,Saval #4,M,Underground,Active,04/09/2014,71711,Veris Gold Corp.,L10244,Veris Gold USA Inc.,NV,26,7,Elko,,Corporation,06/05/2013,M7,M7851,Elko NV Field Office,334328,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,8,1,0,6,N,115.763056,40.8325,,VI,,,,0,Y,N,N,N,N,125,"From the Front Gate at Jerriit Canyon Mill, travel on main haul Rd. 11.5 miles. Turn Right follow haul road 2.8 mioles. Turn right off haul road 1.6 miles to mine site.",Elko ,-115.763056
42802,2602697,Emigrant ,M,Surface,Active,12/21/2012,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,7,Elko,,Corporation,03/28/2011,M7,M7851,Elko NV Field Office,349871,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,1,1,177,N,115.811666,40.840555,,,,,,0,N,N,N,N,N,37,"14 miles South of Carlin, Rain Rd., Carlin, NV",Carlin,-115.811666
9825,504985,Eagle Mine Project,M,Surface,Intermittent,06/01/2011,100669,Martin  Bauer; Alvin  Evans,118690,Jubilee Venture,CO,5,81,Moffat,,Partnership,06/13/2011,M6,M6642,Denver CO Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,8,1,0,5,N,107.7543,40.861447,,,,,,0,N,N,N,N,N,241,Hwy 13 North to (L) County rd 03 to (R) on County rd 17 (R) on County rd 102. Proceed 200 yds turn (R) on trail proceed approx. 1/2 mile north to mine site.,"Baggs, WY",-107.7543
41964,2601842,Bald Mountain Mine,M,Surface,Active,07/19/1984,M06246,Barrick Gold Corp,73283,Barrick Gold U S Inc,NV,26,33,White Pine,,Corporation,01/20/2006,M7,M7851,Elko NV Field Office,349616,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,2,1,380,N,115.651111,40.880277,,,,,,0,N,N,N,N,Y,70,From Elko go south on Lamoiile Hwy to the Spring Creek Traffic Light Turn right on HWY SR 228 for 29 miles. Turn Right on to the dirt road and travel 15.2 miles. Turn left at the Y and travel 20 miles to the mine site.,Eureka,-115.651111
42747,2602635,SUNRISE GOLD PLACER MINE,M,Surface,Active,05/14/2008,73831,Donald E  Siecke,87884,Sunrise Minerals,NV,26,27,Pershing,,Other,01/02/2008,M7,M7851,Elko NV Field Office,350602,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,7,N,117.753611,40.880833,,,,,,0,N,N,N,N,N,270,"Exit #149 Mill City on I-80, south on Dunn Glenn Mine Road 5.3 miles to mine site.",Winnemucca,-117.753611
42083,2601962,Hycroft Mine,M,Surface,Active,12/02/2008,M07414,Allied Nevada Gold Corp,L09449,Hycroft Resources & Development Inc,NV,26,13,Humboldt,,Corporation,05/01/1986,M7,M7851,Elko NV Field Office,349202,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,12,2,2,220,N,118.126388,40.953888,,,,,,1,N,N,N,N,N,300,"TAKE I-80 WEST FROM ELKO TO WINNEMUCCA DOWN TOWN EXIT TO HWY 95 TO JUNGO ROAD TURN LEFT ON JUNGO ROAD AND GO 55 miles West of Winnemucca on Jungo Road, Winnemucca, NV  89445",Winnemucca,-118.126388
42063,2601942,Twin Creeks Mine,M,Surface,Active,05/05/1986,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,13,Humboldt,,Corporation,05/05/1997,M7,M7851,Elko NV Field Office,337988,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,2,640,N,117.2675,40.9625,,,,,,0,N,N,N,N,N,300,"35 MILES NE OF GOLCONDA, NV",GOLCONDA,-117.2675
42354,2602233,GETCHELL MINE,M,Underground,Abandoned,12/13/2010,M06246,Barrick Gold Corp,L16736,Barrick Turquoise Ridge Incorporated,NV,26,13,Humboldt,2,Corporation,06/02/2008,M7,M7851,Elko NV Field Office,236000,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.2675,40.9625,,,,,,0,N,N,N,N,N,300,"From I-80 take the Golconda exit, turn right o the Midas-Turquoise Ridge road,where the road forks stay to the left, follow tot he Turquoise Ridge security gate, turn left follow the road to the bottom of the old Getchell Pit, mine office is on the right.",Golconda,-117.2675
42434,2602314,Midas Mine,M,Underground,Active,04/10/1997,107041,Klondex Mines Ltd,132974,"Klondex Midas Operations, Inc.",NV,26,7,Elko,,Corporation,02/11/2014,M7,M7851,Elko NV Field Office,346895,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,12,1,0,100,N,117.2675,40.9625,,VI,,,,2,N,N,N,N,N,300,"Approximately 2 miles SE of Midas, NV",Winnemucca,-117.2675
42679,2602562,Pinson Underground,M,Underground,Abandoned,03/09/2010,85355,ATNA Resources LTD; Barrick Gold Corporation,90845,Pinson Mining Company,NV,26,13,Humboldt,,Partnership,01/12/2009,M7,M7851,Elko NV Field Office,195458,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,0,0,0,0,N,117.2675,40.9625,,,,,,0,N,N,N,N,N,300,"I-80 to Golconda exit. Go over the overpass, turning right at the stop sign. Follow the paved road, then go straight where the pavement ends. Continue on this road until you see the signs to the mine on the left side of the road.",Golconda,-117.2675
42787,2602679,Sage Mill,M,Facility,Abandoned,06/27/2012,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,13,Humboldt,,Corporation,10/01/2009,M7,M7851,Elko NV Field Office,288395,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,117.2675,40.9625,,,,,,0,N,N,N,N,N,140,I-80 West to Golconda Exit.  Turn right on paved road after going over the overpass.  Follow the road (turns to dirt) to the sign and turn right again.  Follow to Twin Creeks open pit operation.  The mill is located there.  ,Golconda,-117.2675
42798,2602693,Vista Mine,M,Underground,Active,01/29/2014,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,13,Humboldt,,Corporation,06/06/2011,M7,M7851,Elko NV Field Office,344437,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,1,1,1,0,14,N,117.466388,40.968888,,VI,,,,0,N,N,N,N,N,300,35 miles north of Golconda in the Vista Pit at Newmont's Twin Creeks Mine,Golconda,-117.466388
41719,2601597,PINSON MINE ,M,Underground,Intermittent,04/30/2014,104913,Atna Resources Ltd.,119408,"Atna Resources, Inc.",NV,26,13,Humboldt,2,Corporation,09/02/2011,M7,M7851,Elko NV Field Office,349615,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,10,1,1,5,N,117.126389,41.035833,,VI,,,,0,N,N,N,N,N,300,"At Golconda exit go north on highway 789 for 16 miles, continue straight on Getchell Mine Road 4 miles.  Pinson Mine is on the left (west) side of the road.  ",Golconda,-117.126389
42653,2602535,Hollister Mine,M,Underground,Active,01/29/2014,109181,Waterton Global Mining Co LLC,128374,"Waterton Global Mining Company, LLC",NV,26,7,Elko,,Other,05/20/2013,M7,M7851,Elko NV Field Office,344829,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,1,1,1,0,2,N,118.018611,41.051667,,VI,,,,0,N,N,N,N,N,300,"The address listed above is for the mine office in Winnemucca. The mine is in Elko County, and the portal will be in the old Hollister pit which is located about 20 miles East of the town of Midas. Take the Golconda exit off I-80 and go NE on SR 789 towards the Midas-Tuscarora Road, CR 724, East on CR 724 to the project access road. The property is positioned 9 miles South of CR 724.",Denio,-118.018611
6884,405222,Discovery Day Mine,M,Underground,Abandoned,01/01/2014,90033,Trinity Alps Resources Inc.,106285,Gold Run Enterprises LLC,CA,4,93,Siskiyou,2,Other,12/08/2009,M7,M7821,Vacaville CA Field Office,293816,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,123.311944,41.205,,VI,,,,3,N,N,N,N,N,300,"I-5 south to Yreka, CA to Hwy 3, to Fork of Salmon, to Know Nothing Creek, about 4 miles",Forks of Salmon,-123.311944
42406,2602286,Turquoise Ridge ,M,Underground,Active,03/07/2002,M06246,Barrick Gold Corp,L16736,"Barrick Turquoise Ridge, Inc.",NV,26,13,Humboldt,,Corporation,05/28/1999,M7,M7851,Elko NV Field Office,348810,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,8,2,2,330,N,117.244167,41.215833,,VI,,,,0,N,N,N,N,N,300,"I 80 west to SR 789 @ Golconda, 28 miles NE Golconda",Golconda,-117.244167
7431,405810,Mtn Laurel Quartz Mn/Gold Ball Mill Site,M,Underground,Abandoned,11/29/2011,M06370,Baird Charles W,111905,"Tanner Mountain Gold, LLC",CA,4,93,Siskiyou,,Other,06/23/2010,M7,M7821,Vacaville CA Field Office,230187,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,,N,123.137222,41.274166,,,,,,0,N,N,N,N,N,312,"From Yreka, CA, go South on Hwy 3, continue through Etna, turn right on Main St. Travel approx. 24 miles to Sawyers Bar, then left on Eddy Gulch lookout /Cecilville Road, then follow approx. 2-3 miles.  Turn left on road just before the sharp corner and where the road heads uphill.  Follow to mine site.",Sawyers Bar,-123.137222
6254,404590,Cherry Hill Mine,M,Underground,Abandoned,10/01/2013,101025,Silver Sun Resources Corp,119028,Lucky Boy Resources LLC,CA,4,93,Siskiyou,2,Corporation,07/11/2011,M7,M7821,Vacaville CA Field Office,335414,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,122.758056,41.716389,,VI,,,,0,N,N,N,N,N,198,"I-5 South to Yreka, take Yreka exit to Green Horn Road.  Turn West, go approximately 8 miles up over pass.  Go to 2 telephone poles, one short turn left into mine.","Yreka, CA",-122.758056
66917,4202596,Century,M,Surface,Intermittent,11/13/2013,105937,Gary W  Gillespie,124732,Century Gold Mining & Milling Co. Inc.,UT,42,3,Box Elder,,Corporation,09/04/2012,M6,M6851,Salt Lake City UT Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,8,1,0,2,N,113.412222,41.818611,,,,,,0,N,N,N,N,N,146,"4 miles west of Rosette, Ut 84329, Box Elder County. Off or UT highway 30 onto gravel road beteen miles 49-50. Lat 41.856815 N Lon 113.515119 W",Park Valley,-113.412222
42775,2602666,Amy Mine,M,Underground,Active,01/29/2014,83453,Brad A  Stocks; Ruth E  Stocks,98985,Stocks Trucking Company LLC,NV,26,7,Elko,,Other,03/04/2009,M7,M7851,Elko NV Field Office,335899,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,5,0,0,1,3,N,115.425833,41.900556,,VI,,,,0,N,N,N,N,N,200,"Take I-80 East to Wells, go North on Hwy 93 to Rogerson, go West to Jarbridge.  From the town of Jarbridge turn east on Bear Creek Rd.  Go about 3 miles to the mine.  ",jarbidge,-115.425833
53256,3503770,Carlon's Gravel Pit LLC,M,Surface,Abandoned,01/13/2012,101749,Robert R.  Carlon Jr.; Robert R.  Carlon Sr.,119710,Carlon's Gravel Pit LLC,OR,35,33,Josephine,,Other,10/05/2011,M7,M7651,Albany OR Field Office,273849,104100,Gold Ore,1041,0,142900,"Crushed, Broken Stone NEC",1429,0,8,Metal,6,Stone,,,N,,0,,,,,N,123.466944,42.130277,,,,,,0,N,N,N,N,N,225,"I-5 S. to Grants Pass, 199 to Cave Junction, 11.5 mi East on Caves Hwy to Forest Rd 112, 3/4 mi on Left.",Cave Junction,-123.466944
66885,4202560,Kiewit Mine,M,Surface,Temporarily Idled,02/20/2013,97873,Rick  Havenstrite,115465,Desert Hawk Gold Corp,UT,42,45,Tooele,,Corporation,10/18/2010,M6,M6851,Salt Lake City UT Field Office,298309,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,,,0,7,N,89.826388,42.271111,,,,,,0,N,N,N,N,N,180,From Wendover travel south on 93 Alt. for 25 miles then left on Ibapah Highway for 16 miles then left on Gold Hill County Rd for 11 miles,Ibapah,-89.826388
53007,3503513,Oregon Belle Mine,M,Underground,Temporarily Idled,09/18/2012,M13378,Linda Rose  Hata,99126,Oregon Belle Holdings Inc,OR,35,29,Jackson,,Corporation,03/23/2009,M7,M7651,Albany OR Field Office,288669,104100,Gold Ore,1041,0,109905,Platinum Group Ore,1099,5,8,Metal,8,Metal,Never Had 103I Status,,N,,1,0,0,0,1,N,123.101111,42.2925,,VI,,,,0,N,N,N,N,N,150,"Through Jacksonville toward Rich on Hwy 238; right on Forest Circle Road; left on Oregon Belle Circle; Access Raod Bear; right on Mt Issabelle Loop Road (uphill); left at cabin, turn left into mine.",Jacksonville,-123.101111
53266,3503780,Golden Bear,M,Surface,Temporarily Idled,10/11/2012,104755,Michael James  Wood,123334,Golden Bear Mining,OR,35,33,Josephine,,Sole Proprietor,06/05/2012,M7,M7651,Albany OR Field Office,306287,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,0,0,0,2,N,123.317613,42.420351,,,,,,0,N,N,N,N,N,180,address is marked 786 Althouse Creek Rd. Approx. 1 mile south of the Holland Store on Althouse Creek Rd.,Grants Pass,-123.317613
